,magnetogram,T_REC,region_type,region_no,label
29812,/SUM92/D1039042060/S00000/magnetogram.fits,2013-10-22 14:24:00,harp,3291,True
19426,/SUM85/D1044261342/S00000/magnetogram.fits,2012-11-13 22:24:00,harp,2191,True
59228,/SUM89/D995889136/S00000/magnetogram.fits,2016-05-19 01:36:00,harp,6560,False
45764,/SUM59/D667784726/S00000/magnetogram.fits,2015-01-18 11:12:00,harp,5073,False
14078,/SUM91/D1042920508/S00000/magnetogram.fits,2012-05-18 12:48:00,harp,1644,False
11679,/SUM92/D1037750312/S00000/magnetogram.fits,2012-01-18 09:36:00,harp,1321,True
19160,/SUM94/D1043783867/S00000/magnetogram.fits,2012-11-10 08:00:00,harp,2173,False
14615,/SUM91/D1043572752/S00000/magnetogram.fits,2012-05-23 22:24:00,harp,1677,False
30329,/SUM93/D1039609393/S00000/magnetogram.fits,2013-11-02 00:00:00,harp,3321,True
44058,/SUM62/D665557096/S00000/magnetogram.fits,2014-12-20 19:12:00,harp,4941,True
51228,/SUM72/D724328213/S00000/magnetogram.fits,2015-06-20 20:48:00,harp,5673,True
8955,/SUM94/D1041192691/S00000/magnetogram.fits,2011-11-09 09:36:00,harp,1041,True
14334,/SUM92/D1043267780/S00000/magnetogram.fits,2012-05-17 08:00:00,harp,1658,False
1873,/SUM86/D1043835040/S00000/magnetogram.fits,2011-03-06 16:00:00,harp,401,True
23807,/SUM93/D1044332391/S00000/magnetogram.fits,2013-04-21 22:24:00,harp,2673,True
30908,/SUM97/D1040512747/S00000/magnetogram.fits,2013-11-16 20:48:00,harp,3364,True
35479,/SUM70/D559074925/S00000/magnetogram.fits,2014-03-27 22:24:00,harp,3894,True
31261,/SUM88/D1041123526/S00000/magnetogram.fits,2013-11-23 00:00:00,harp,3376,True
24996,/SUM90/D1039074909/S00000/magnetogram.fits,2013-06-04 11:12:00,harp,2790,True
37971,/SUM53/D585691042/S00000/magnetogram.fits,2014-06-06 06:24:00,harp,4197,True
30100,/SUM94/D1039372565/S00000/magnetogram.fits,2013-10-27 19:12:00,harp,3311,True
5614,/SUM98/D1043098767/S00000/magnetogram.fits,2011-08-03 19:12:00,harp,750,True
45150,/SUM37/D662006300/S00000/magnetogram.fits,2015-01-03 20:48:00,harp,5011,True
36617,/SUM13/D572171551/S00000/magnetogram.fits,2014-05-02 19:12:00,harp,4075,False
47289,/SUM15/D689039406/S00000/magnetogram.fits,2015-03-15 20:48:00,harp,5298,True
27821,/SUM97/D1043587972/S00000/magnetogram.fits,2013-08-27 12:48:00,harp,3103,False
3829,/SUM91/D1035771687/S00000/magnetogram.fits,2011-06-06 20:48:00,harp,637,True
42211,/SUM12/D642007282/S00000/magnetogram.fits,2014-11-08 22:24:00,harp,4781,True
54126,/SUM77/D756244897/S00000/magnetogram.fits,2015-09-27 01:36:00,harp,5974,False
5677,/SUM87/D1043242733/S00000/magnetogram.fits,2011-08-02 14:24:00,harp,753,True
37689,/SUM15/D585692543/S00000/magnetogram.fits,2014-06-06 16:00:00,harp,4186,False
1885,/SUM96/D1043839407/S00000/magnetogram.fits,2011-03-07 11:12:00,harp,401,True
37666,/SUM57/D584194020/S00000/magnetogram.fits,2014-06-03 00:00:00,harp,4186,True
1620,/SUM86/D1043264620/S00000/magnetogram.fits,2011-02-14 14:24:00,harp,377,True
49653,/SUM73/D715799346/S00000/magnetogram.fits,2015-05-09 03:12:00,harp,5543,False
46200,/SUM12/D670643129/S00000/magnetogram.fits,2015-01-27 08:00:00,harp,5107,True
15755,/SUM88/D1037775521/S00000/magnetogram.fits,2012-06-30 16:00:00,harp,1806,True
29435,/SUM85/D1038570901/S00000/magnetogram.fits,2013-10-12 03:12:00,harp,3263,True
34521,/SUM56/D542041341/S00000/magnetogram.fits,2014-02-06 04:48:00,harp,3703,False
21384,/SUM94/D1039429906/S00000/magnetogram.fits,2013-01-28 20:48:00,harp,2411,False
15998,/SUM86/D1038269613/S00000/magnetogram.fits,2012-07-13 19:12:00,harp,1863,False
30742,/SUM86/D1040298018/S00000/magnetogram.fits,2013-11-09 20:48:00,harp,3344,False
7157,/SUM88/D1037472580/S00000/magnetogram.fits,2011-09-06 17:36:00,harp,846,False
16270,/SUM98/D1038685466/S00000/magnetogram.fits,2012-07-30 01:36:00,harp,1879,True
15852,/SUM98/D1037954606/S00000/magnetogram.fits,2012-07-05 14:24:00,harp,1807,True
63331,/SUM95/D1013529198/S00000/magnetogram.fits,2017-04-02 00:00:00,harp,6972,True
35491,/SUM50/D559280714/S00000/magnetogram.fits,2014-03-28 17:36:00,harp,3894,True
31251,/SUM90/D1041113008/S00000/magnetogram.fits,2013-11-22 04:48:00,harp,3376,True
12838,/SUM98/D1039215453/S00000/magnetogram.fits,2012-03-06 00:00:00,harp,1449,True
47266,/SUM20/D688308787/S00000/magnetogram.fits,2015-03-14 00:00:00,harp,5298,True
53765,/SUM74/D753816427/S00000/magnetogram.fits,2015-09-20 00:00:00,harp,5956,True
68002,/SUM79/D1296300015/S00000/magnetogram.fits,2020-05-02 16:00:00,harp,7413,False
52381,/SUM78/D734148201/S00000/magnetogram.fits,2015-07-19 12:48:00,harp,5789,False
8692,/SUM93/D1040537705/S00000/magnetogram.fits,2011-11-02 11:12:00,harp,1021,False
30992,/SUM98/D1040773677/S00000/magnetogram.fits,2013-11-16 04:48:00,harp,3367,False
58576,/SUM86/D994611769/S00000/magnetogram.fits,2016-04-17 12:48:00,harp,6492,False
34353,/SUM71/D541875998/S00000/magnetogram.fits,2014-02-06 11:12:00,harp,3686,True
63326,/SUM95/D1013536979/S00000/magnetogram.fits,2017-04-01 16:00:00,harp,6972,True
34848,/SUM72/D646692924/D544108105/S00000/magnetogram.fits,2014-02-15 19:12:00,harp,3740,True
67902,/SUM76/D1286656604/S00000/magnetogram.fits,2020-04-02 22:24:00,harp,7412,False
48888,/SUM75/D702069928/S00000/magnetogram.fits,2015-04-21 11:12:00,harp,5461,False
48496,/SUM69/D697544162/S00000/magnetogram.fits,2015-04-07 20:48:00,harp,5415,True
36341,/SUM54/D568462380/S00000/magnetogram.fits,2014-04-20 20:48:00,harp,4025,False
44760,/SUM7/D665538504/S00000/magnetogram.fits,2014-12-29 00:00:00,harp,4973,False
39935,/SUM58/D612263688/S00000/magnetogram.fits,2014-08-12 03:12:00,harp,4424,False
34396,/SUM70/D541917278/S00000/magnetogram.fits,2014-02-03 06:24:00,harp,3688,True
43082,/SUM61/D662227263/S00000/magnetogram.fits,2014-12-04 01:36:00,harp,4874,True
24771,/SUM91/D1038481269/S00000/magnetogram.fits,2013-05-16 17:36:00,harp,2748,True
18731,/SUM85/D1043477257/S00000/magnetogram.fits,2012-10-28 11:12:00,harp,2158,False
37994,/SUM96/D1114622204/D587646783/S00000/magnetogram.fits,2014-06-11 09:36:00,harp,4197,True
31266,/SUM86/D1041128060/S00000/magnetogram.fits,2013-11-23 08:00:00,harp,3376,True
65307,/SUM98/D1002456072/S00000/magnetogram.fits,2017-11-19 11:12:00,harp,7190,False
31257,/SUM93/D1041119169/S00000/magnetogram.fits,2013-11-22 16:00:00,harp,3376,True
56393,/SUM75/D779164387/S00000/magnetogram.fits,2015-12-14 04:48:00,harp,6167,False
52660,/SUM81/D739917077/S00000/magnetogram.fits,2015-08-05 17:36:00,harp,5818,False
39412,/SUM10/D603421456/S00000/magnetogram.fits,2014-07-25 00:00:00,harp,4375,False
48814,/SUM73/D702070279/S00000/magnetogram.fits,2015-04-21 11:12:00,harp,5456,True
1663,/SUM90/D1043361618/S00000/magnetogram.fits,2011-02-15 11:12:00,harp,384,True
2632,/SUM84/D1038395932/S00000/magnetogram.fits,2011-04-15 06:24:00,harp,495,True
34344,/SUM58/D541877008/S00000/magnetogram.fits,2014-02-05 14:24:00,harp,3686,True
33121,/SUM98/D1044263796/S00000/magnetogram.fits,2014-01-06 20:48:00,harp,3563,True
29817,/SUM92/D1039045182/S00000/magnetogram.fits,2013-10-22 22:24:00,harp,3291,True
46836,/SUM99/D679743241/S00000/magnetogram.fits,2015-02-20 01:36:00,harp,5198,False
19636,/SUM98/D1044737334/S00000/magnetogram.fits,2012-11-26 08:00:00,harp,2239,False
32806,/SUM91/D1043440247/S00000/magnetogram.fits,2013-12-22 09:36:00,harp,3520,True
34760,/SUM45/D543738699/S00000/magnetogram.fits,2014-02-14 03:12:00,harp,3721,True
27233,/SUM88/D1042648966/S00000/magnetogram.fits,2013-08-08 06:24:00,harp,3032,False
54700,/SUM82/D761126886/S00000/magnetogram.fits,2015-10-11 12:48:00,harp,6004,False
30081,/SUM85/D1039341383/S00000/magnetogram.fits,2013-10-31 09:36:00,harp,3309,False
40846,/SUM5/D635174221/S00000/magnetogram.fits,2014-10-23 11:12:00,harp,4698,True
19557,/SUM95/D1044605138/S00000/magnetogram.fits,2012-11-21 04:48:00,harp,2220,True
54736,/SUM75/D761971064/S00000/magnetogram.fits,2015-10-14 03:12:00,harp,6004,False
29450,/SUM90/D1038584374/S00000/magnetogram.fits,2013-10-14 12:48:00,harp,3263,True
49335,/SUM77/D708784290/S00000/magnetogram.fits,2015-05-08 08:00:00,harp,5526,False
2976,/SUM88/D1039175658/S00000/magnetogram.fits,2011-05-08 08:00:00,harp,576,False
34734,/SUM44/D542242926/S00000/magnetogram.fits,2014-02-11 00:00:00,harp,3721,True
33231,/SUM85/D1044449085/S00000/magnetogram.fits,2014-01-06 09:36:00,harp,3580,True
30098,/SUM91/D1039371928/S00000/magnetogram.fits,2013-10-27 16:00:00,harp,3311,True
26996,/SUM96/D1042283166/S00000/magnetogram.fits,2013-08-03 20:48:00,harp,3022,False
51543,/SUM82/D724327474/S00000/magnetogram.fits,2015-06-20 11:12:00,harp,5692,True
38782,/SUM19/D594110258/S00000/magnetogram.fits,2014-06-27 12:48:00,harp,4290,False
13959,/SUM85/D1042716201/S00000/magnetogram.fits,2012-05-09 11:12:00,harp,1638,True
25895,/SUM92/D1040751935/S00000/magnetogram.fits,2013-07-08 09:36:00,harp,2922,False
35500,/SUM59/D559606840/S00000/magnetogram.fits,2014-03-29 08:00:00,harp,3894,True
46206,/SUM6/D670634589/S00000/magnetogram.fits,2015-01-27 17:36:00,harp,5107,True
15107,/SUM91/D1044172284/S00000/magnetogram.fits,2012-06-03 04:48:00,harp,1705,False
32891,/SUM98/D1043726513/S00000/magnetogram.fits,2013-12-31 08:00:00,harp,3535,True
10916,/SUM88/D1044670870/S00000/magnetogram.fits,2011-12-30 08:00:00,harp,1249,False
19,/SUM89/D1040760052/S00000/magnetogram.fits,2010-11-02 20:48:00,harp,241,False
30655,/SUM90/D1040123957/S00000/magnetogram.fits,2013-11-06 08:00:00,harp,3341,True
34361,/SUM57/D541851282/S00000/magnetogram.fits,2014-02-07 00:00:00,harp,3686,True
61624,/SUM87/D1006585938/S00000/magnetogram.fits,2016-10-28 09:36:00,harp,6820,False
6994,/SUM98/D1037325163/S00000/magnetogram.fits,2011-09-08 09:36:00,harp,833,True
36017,/SUM52/D565169696/S00000/magnetogram.fits,2014-04-13 03:12:00,harp,3996,False
33232,/SUM90/D1044449577/S00000/magnetogram.fits,2014-01-06 11:12:00,harp,3580,True
23812,/SUM98/D1044334203/S00000/magnetogram.fits,2013-04-22 06:24:00,harp,2673,True
25236,/SUM91/D1039296663/S00000/magnetogram.fits,2013-06-04 08:00:00,harp,2822,False
53442,/SUM82/D746169567/S00000/magnetogram.fits,2015-08-24 11:12:00,harp,5885,True
13950,/SUM92/D1042704807/S00000/magnetogram.fits,2012-05-08 19:12:00,harp,1638,True
46366,/SUM58/D672099018/S00000/magnetogram.fits,2015-01-31 04:48:00,harp,5114,False
17657,/SUM91/D1040905052/S00000/magnetogram.fits,2012-09-08 00:00:00,harp,1999,True
49633,/SUM82/D715835346/S00000/magnetogram.fits,2015-05-09 19:12:00,harp,5537,False
16593,/SUM84/D1039217108/S00000/magnetogram.fits,2012-08-11 00:00:00,harp,1907,True
2200,/SUM97/D1037442944/S00000/magnetogram.fits,2011-03-19 16:00:00,harp,429,False
27017,/SUM87/D1042297858/S00000/magnetogram.fits,2013-08-05 06:24:00,harp,3022,False
3820,/SUM97/D1040306136/S00000/magnetogram.fits,2011-06-06 06:24:00,harp,637,True
60410,/SUM88/D998620684/S00000/magnetogram.fits,2016-07-20 09:36:00,harp,6670,True
18390,/SUM94/D1042897528/S00000/magnetogram.fits,2012-10-19 08:00:00,harp,2121,False
43706,/SUM68/D665773148/S00000/magnetogram.fits,2014-12-18 12:48:00,harp,4920,True
35558,/SUM61/D559075274/S00000/magnetogram.fits,2014-03-27 01:36:00,harp,3901,False
17373,/SUM91/D1040402659/S00000/magnetogram.fits,2012-09-01 11:12:00,harp,1970,False
30808,/SUM97/D1040350052/S00000/magnetogram.fits,2013-11-11 11:12:00,harp,3353,False
29967,/SUM93/D1039237600/S00000/magnetogram.fits,2013-10-27 22:24:00,harp,3295,True
42218,/SUM58/D642120009/S00000/magnetogram.fits,2014-11-09 09:36:00,harp,4781,True
68331,/SUM17/D1324013395/S00000/magnetogram.fits,2020-07-31 04:48:00,harp,7431,False
15690,/SUM99/D1037659465/S00000/magnetogram.fits,2012-06-24 11:12:00,harp,1795,False
35018,/SUM60/D549647297/S00000/magnetogram.fits,2014-03-02 20:48:00,harp,3784,True
56543,/SUM82/D780076992/S00000/magnetogram.fits,2015-12-17 11:12:00,harp,6189,False
53768,/SUM76/D754112356/S00000/magnetogram.fits,2015-09-20 04:48:00,harp,5956,True
67073,/SUM69/D1175582984/S00000/magnetogram.fits,2019-05-11 19:12:00,harp,7358,False
37995,/SUM5/D587648608/S00000/magnetogram.fits,2014-06-11 11:12:00,harp,4197,True
31578,/SUM84/D1041574087/S00000/magnetogram.fits,2013-12-02 06:24:00,harp,3420,False
67435,/SUM49/D1245116624/S00000/magnetogram.fits,2019-11-15 03:12:00,harp,7389,False
55374,/SUM79/D767887278/S00000/magnetogram.fits,2015-11-04 03:12:00,harp,6063,True
34278,/SUM46/D542139475/S00000/magnetogram.fits,2014-01-31 17:36:00,harp,3686,True
12601,/SUM89/D1038862270/S00000/magnetogram.fits,2012-02-21 16:00:00,harp,1410,False
60682,/SUM87/D998640426/S00000/magnetogram.fits,2016-07-30 04:48:00,harp,6688,False
2207,/SUM91/D1037446028/S00000/magnetogram.fits,2011-03-20 03:12:00,harp,429,False
37267,/SUM56/D578140656/S00000/magnetogram.fits,2014-05-16 03:12:00,harp,4135,False
30898,/SUM99/D1040503994/S00000/magnetogram.fits,2013-11-16 04:48:00,harp,3364,True
29827,/SUM97/D1039051376/S00000/magnetogram.fits,2013-10-23 14:24:00,harp,3291,True
51577,/SUM72/D726002430/S00000/magnetogram.fits,2015-06-25 01:36:00,harp,5692,True
61129,/SUM92/D1000698329/S00000/magnetogram.fits,2016-09-13 09:36:00,harp,6752,False
20231,/SUM88/D1038164586/S00000/magnetogram.fits,2013-01-02 20:48:00,harp,2338,False
20596,/SUM85/D1038492390/S00000/magnetogram.fits,2013-01-07 04:48:00,harp,2348,False
17458,/SUM98/D1040541713/S00000/magnetogram.fits,2012-09-02 19:12:00,harp,1979,False
27323,/SUM93/D1042948040/S00000/magnetogram.fits,2013-08-17 14:24:00,harp,3056,True
17224,/SUM95/D1040056813/S00000/magnetogram.fits,2012-08-22 11:12:00,harp,1952,False
63325,/SUM92/D1013536244/S00000/magnetogram.fits,2017-04-01 14:24:00,harp,6972,True
51234,/SUM72/D724631472/S00000/magnetogram.fits,2015-06-21 06:24:00,harp,5673,True
35478,/SUM45/D559074322/S00000/magnetogram.fits,2014-03-27 20:48:00,harp,3894,True
29813,/SUM85/D1039042668/S00000/magnetogram.fits,2013-10-22 16:00:00,harp,3291,True
15824,/SUM86/D1037932949/S00000/magnetogram.fits,2012-07-03 14:24:00,harp,1807,True
53423,/SUM72/D745569862/S00000/magnetogram.fits,2015-08-22 19:12:00,harp,5885,True
40817,/SUM53/D634572422/S00000/magnetogram.fits,2014-10-21 12:48:00,harp,4698,True
48819,/SUM83/D702060631/S00000/magnetogram.fits,2015-04-21 20:48:00,harp,5456,True
44022,/SUM4/D665666170/S00000/magnetogram.fits,2014-12-17 06:24:00,harp,4941,True
56148,/SUM83/D776703466/S00000/magnetogram.fits,2015-12-05 06:24:00,harp,6140,False
42496,/SUM15/D642510988/S00000/magnetogram.fits,2014-11-15 14:24:00,harp,4814,False
35012,/SUM56/D549649070/S00000/magnetogram.fits,2014-03-02 03:12:00,harp,3779,True
31474,/SUM96/D1041413496/S00000/magnetogram.fits,2013-11-27 04:48:00,harp,3415,False
31058,/SUM87/D1040845435/S00000/magnetogram.fits,2013-11-16 06:24:00,harp,3368,False
22079,/SUM87/D1040551965/S00000/magnetogram.fits,2013-02-17 12:48:00,harp,2491,True
62117,/SUM94/D1006956768/S00000/magnetogram.fits,2016-11-28 09:36:00,harp,6863,False
1685,/SUM96/D1043389612/S00000/magnetogram.fits,2011-02-18 03:12:00,harp,384,True
34293,/SUM48/D541962384/S00000/magnetogram.fits,2014-02-01 20:48:00,harp,3686,True
46150,/SUM6/D670254875/S00000/magnetogram.fits,2015-01-26 22:24:00,harp,5103,False
48717,/SUM79/D701703602/S00000/magnetogram.fits,2015-04-20 08:00:00,harp,5446,True
29854,/SUM84/D1039088624/S00000/magnetogram.fits,2013-10-27 11:12:00,harp,3291,True
1605,/SUM91/D1043259083/S00000/magnetogram.fits,2011-02-13 14:24:00,harp,377,True
44507,/SUM46/D665583574/S00000/magnetogram.fits,2014-12-26 06:24:00,harp,4955,True
59077,/SUM96/D995350122/S00000/magnetogram.fits,2016-05-11 17:36:00,harp,6544,False
33577,/SUM88/D1044787377/S00000/magnetogram.fits,2014-01-14 22:24:00,harp,3608,False
68992,/SUM22/D1354902093/S00000/magnetogram.fits,2020-11-20 20:48:00,harp,7470,False
48323,/SUM49/D696620712/S00000/magnetogram.fits,2015-04-05 00:00:00,harp,5385,False
57625,/SUM77/D798449490/S00000/magnetogram.fits,2016-02-15 06:24:00,harp,6327,True
55705,/SUM83/D770831402/S00000/magnetogram.fits,2015-11-14 12:48:00,harp,6078,False
67408,/SUM79/D1242135644/S00000/magnetogram.fits,2019-11-05 17:36:00,harp,7386,False
20239,/SUM99/D1038166982/S00000/magnetogram.fits,2013-01-03 09:36:00,harp,2338,False
34366,/SUM64/D542194267/S00000/magnetogram.fits,2014-01-30 20:48:00,harp,3688,True
45135,/SUM41/D661587830/S00000/magnetogram.fits,2015-01-02 16:00:00,harp,5011,True
1208,/SUM87/D1042827182/S00000/magnetogram.fits,2011-02-05 01:36:00,harp,355,False
15829,/SUM92/D1037938344/S00000/magnetogram.fits,2012-07-04 00:00:00,harp,1807,True
27317,/SUM87/D1042944267/S00000/magnetogram.fits,2013-08-17 04:48:00,harp,3056,True
675,/SUM92/D1041985994/S00000/magnetogram.fits,2010-12-27 22:24:00,harp,317,False
10049,/SUM96/D1043433308/S00000/magnetogram.fits,2011-12-04 04:48:00,harp,1133,False
33119,/SUM88/D1044256231/S00000/magnetogram.fits,2014-01-06 16:00:00,harp,3563,True
6934,/SUM90/D1044672404/S00000/magnetogram.fits,2011-09-04 04:48:00,harp,833,False
33118,/SUM99/D1044254871/S00000/magnetogram.fits,2014-01-06 14:24:00,harp,3563,True
29836,/SUM91/D1039056892/S00000/magnetogram.fits,2013-10-24 04:48:00,harp,3291,True
54325,/SUM76/D756546938/S00000/magnetogram.fits,2015-09-28 16:00:00,harp,5983,True
45059,/SUM49/D663553545/S00000/magnetogram.fits,2015-01-07 03:12:00,harp,5004,False
66937,/SUM44/D1165110244/S00000/magnetogram.fits,2019-04-07 04:48:00,harp,7352,False
31160,/SUM92/D1040957052/S00000/magnetogram.fits,2013-11-14 11:12:00,harp,3371,False
47071,/SUM17/D680819220/S00000/magnetogram.fits,2015-02-23 12:48:00,harp,5230,False
29022,/SUM92/D1038122832/S00000/magnetogram.fits,2013-10-07 16:00:00,harp,3247,False
25630,/SUM85/D1040292045/S00000/magnetogram.fits,2013-06-27 01:36:00,harp,2898,False
41630,/SUM15/D641178173/S00000/magnetogram.fits,2014-11-02 06:24:00,harp,4750,False
45770,/SUM55/D667794038/S00000/magnetogram.fits,2015-01-18 20:48:00,harp,5073,False
49301,/SUM78/D707528860/S00000/magnetogram.fits,2015-05-05 08:00:00,harp,5518,False
1693,/SUM84/D1043394709/S00000/magnetogram.fits,2011-02-18 16:00:00,harp,384,True
48265,/SUM62/D694893295/S00000/magnetogram.fits,2015-03-30 12:48:00,harp,5385,False
43073,/SUM65/D662219133/S00000/magnetogram.fits,2014-12-03 09:36:00,harp,4874,True
6992,/SUM89/D1037323901/S00000/magnetogram.fits,2011-09-08 06:24:00,harp,833,True
19588,/SUM88/D1044696233/S00000/magnetogram.fits,2012-11-26 22:24:00,harp,2227,True
11892,/SUM95/D1038066334/S00000/magnetogram.fits,2012-01-28 04:48:00,harp,1339,False
49590,/SUM78/D707929887/S00000/magnetogram.fits,2015-05-06 22:24:00,harp,5537,False
17938,/SUM85/D1041911780/S00000/magnetogram.fits,2012-09-24 19:12:00,harp,2044,False
60316,/SUM86/D998656199/S00000/magnetogram.fits,2016-07-13 16:00:00,harp,6666,False
51557,/SUM82/D724913926/S00000/magnetogram.fits,2015-06-22 01:36:00,harp,5692,True
10517,/SUM84/D1043858247/S00000/magnetogram.fits,2011-12-17 03:12:00,harp,1171,False
54315,/SUM74/D756247230/S00000/magnetogram.fits,2015-09-28 00:00:00,harp,5983,True
7777,/SUM91/D1038794256/S00000/magnetogram.fits,2011-10-10 06:24:00,harp,926,False
20520,/SUM86/D1038410057/S00000/magnetogram.fits,2013-01-06 08:00:00,harp,2344,False
29455,/SUM94/D1038586594/S00000/magnetogram.fits,2013-10-14 22:24:00,harp,3263,True
34330,/SUM50/D541859957/S00000/magnetogram.fits,2014-02-04 14:24:00,harp,3686,True
50281,/SUM72/D715849338/S00000/magnetogram.fits,2015-05-23 11:12:00,harp,5582,False
28285,/SUM98/D1037394820/S00000/magnetogram.fits,2013-09-26 03:12:00,harp,3192,False
1782,/SUM88/D1043633121/S00000/magnetogram.fits,2011-03-07 01:36:00,harp,393,True
43086,/SUM51/D662233197/S00000/magnetogram.fits,2014-12-04 08:00:00,harp,4874,True
15264,/SUM90/D1044484708/S00000/magnetogram.fits,2012-06-05 20:48:00,harp,1724,True
20416,/SUM85/D1038311067/S00000/magnetogram.fits,2013-01-03 11:12:00,harp,2342,False
66226,/SUM97/D1088555235/S00000/magnetogram.fits,2018-08-08 00:00:00,harp,7290,False
41814,/SUM7/D641965892/S00000/magnetogram.fits,2014-11-08 08:00:00,harp,4751,False
32882,/SUM90/D1043692302/S00000/magnetogram.fits,2013-12-29 03:12:00,harp,3535,True
64525,/SUM95/D978622868/S00000/magnetogram.fits,2017-09-05 00:00:00,harp,7115,True
19610,/SUM91/D1044705012/S00000/magnetogram.fits,2012-11-28 11:12:00,harp,2227,True
43693,/SUM16/D665713432/S00000/magnetogram.fits,2014-12-16 11:12:00,harp,4920,True
13753,/SUM95/D1042357720/S00000/magnetogram.fits,2012-05-07 06:24:00,harp,1621,True
13975,/SUM95/D1042731212/S00000/magnetogram.fits,2012-05-10 16:00:00,harp,1638,True
35016,/SUM54/D549658480/S00000/magnetogram.fits,2014-03-02 17:36:00,harp,3784,True
15797,/SUM98/D1037914115/S00000/magnetogram.fits,2012-07-01 14:24:00,harp,1807,True
15784,/SUM85/D1037802757/S00000/magnetogram.fits,2012-07-04 08:00:00,harp,1806,True
26891,/SUM88/D1042168617/S00000/magnetogram.fits,2013-08-05 01:36:00,harp,3012,False
54318,/SUM73/D756539617/S00000/magnetogram.fits,2015-09-28 04:48:00,harp,5983,True
34753,/SUM51/D542882069/S00000/magnetogram.fits,2014-02-12 09:36:00,harp,3721,True
3445,/SUM93/D1039652012/S00000/magnetogram.fits,2011-05-24 04:48:00,harp,605,False
34419,/SUM49/D541932703/S00000/magnetogram.fits,2014-02-07 04:48:00,harp,3688,True
16272,/SUM90/D1038687618/S00000/magnetogram.fits,2012-07-30 04:48:00,harp,1879,True
52513,/SUM78/D737720356/S00000/magnetogram.fits,2015-07-29 16:00:00,harp,5808,False
29968,/SUM93/D1039238229/S00000/magnetogram.fits,2013-10-28 00:00:00,harp,3295,True
50434,/SUM75/D715707726/S00000/magnetogram.fits,2015-05-24 09:36:00,harp,5598,False
11920,/SUM96/D1038082210/S00000/magnetogram.fits,2012-01-30 01:36:00,harp,1339,False
24767,/SUM90/D1038478261/S00000/magnetogram.fits,2013-05-16 09:36:00,harp,2748,True
5613,/SUM88/D1043098052/S00000/magnetogram.fits,2011-08-03 17:36:00,harp,750,True
14531,/SUM92/D1043500419/S00000/magnetogram.fits,2012-05-20 16:00:00,harp,1669,False
37753,/SUM51/D583856426/S00000/magnetogram.fits,2014-06-02 00:00:00,harp,4189,False
1604,/SUM88/D1043258600/S00000/magnetogram.fits,2011-02-13 12:48:00,harp,377,True
67759,/SUM44/D1266885865/S00000/magnetogram.fits,2020-01-29 04:48:00,harp,7405,False
48723,/SUM75/D702065636/S00000/magnetogram.fits,2015-04-21 04:48:00,harp,5447,True
37664,/SUM69/D584192461/S00000/magnetogram.fits,2014-06-02 20:48:00,harp,4186,True
43089,/SUM99/D662236915/S00000/magnetogram.fits,2014-12-04 12:48:00,harp,4874,True
60350,/SUM94/D998650560/S00000/magnetogram.fits,2016-07-15 22:24:00,harp,6666,False
15372,/SUM87/D1044581697/S00000/magnetogram.fits,2012-06-07 19:12:00,harp,1727,False
25841,/SUM88/D1040709135/S00000/magnetogram.fits,2013-07-02 16:00:00,harp,2922,False
15830,/SUM98/D1037938990/S00000/magnetogram.fits,2012-07-04 01:36:00,harp,1807,True
53461,/SUM79/D747035433/S00000/magnetogram.fits,2015-08-27 04:48:00,harp,5885,True
34327,/SUM68/D541851932/S00000/magnetogram.fits,2014-02-04 09:36:00,harp,3686,True
17332,/SUM97/D1040173628/S00000/magnetogram.fits,2012-08-28 20:48:00,harp,1959,False
32250,/SUM91/D1042522953/S00000/magnetogram.fits,2013-12-13 19:12:00,harp,3474,False
7243,/SUM95/D1037568020/S00000/magnetogram.fits,2011-09-12 03:12:00,harp,847,False
2061,/SUM89/D1044094253/S00000/magnetogram.fits,2011-03-14 19:12:00,harp,407,True
28873,/SUM99/D1037984375/S00000/magnetogram.fits,2013-10-02 06:24:00,harp,3244,False
37659,/SUM58/D584188764/S00000/magnetogram.fits,2014-06-02 12:48:00,harp,4186,True
32890,/SUM98/D1043725668/S00000/magnetogram.fits,2013-12-31 06:24:00,harp,3535,True
5618,/SUM92/D1043101825/S00000/magnetogram.fits,2011-08-04 01:36:00,harp,750,True
53771,/SUM74/D754114923/S00000/magnetogram.fits,2015-09-20 09:36:00,harp,5956,True
31252,/SUM92/D1041113846/S00000/magnetogram.fits,2013-11-22 06:24:00,harp,3376,True
19614,/SUM88/D1044709842/S00000/magnetogram.fits,2012-11-28 17:36:00,harp,2227,True
1772,/SUM94/D1043626220/S00000/magnetogram.fits,2011-03-06 09:36:00,harp,393,True
34469,/SUM61/D542041311/S00000/magnetogram.fits,2014-02-03 20:48:00,harp,3700,False
16421,/SUM90/D1038930591/S00000/magnetogram.fits,2012-08-01 09:36:00,harp,1893,False
7723,/SUM88/D1038760220/S00000/magnetogram.fits,2011-10-05 09:36:00,harp,926,False
6724,/SUM97/D1044404152/S00000/magnetogram.fits,2011-09-04 11:12:00,harp,814,True
35513,/SUM11/D559928041/S00000/magnetogram.fits,2014-03-30 04:48:00,harp,3894,True
31720,/SUM88/D1041727607/S00000/magnetogram.fits,2013-12-07 03:12:00,harp,3437,True
48680,/SUM83/D700701699/S00000/magnetogram.fits,2015-04-17 17:36:00,harp,5446,False
22012,/SUM93/D1040448863/S00000/magnetogram.fits,2013-02-19 11:12:00,harp,2489,False
